Start date, Duration, Assigned task, Task state 
Jan 8  2018 at 11:03:59 AM,25,Media Notes,Done 
Jan 8  2018 at 11:44:18 AM,25,Media Notes,Done 
Jan 8  2018 at 12:09:37 PM,25,Media Notes,Done 
Jan 8  2018 at 8:40:38 PM,25,Writing Down Book,Done 
Jan 8  2018 at 9:11:44 PM,25,Write,Done 
Jan 9  2018 at 8:11:39 AM,25,Review Data Book,Done 
Jan 9  2018 at 8:37:50 AM,25,Review Data Book,Done 
Jan 9  2018 at 9:11:28 AM,25,Review Data Book,Done 
Jan 9  2018 at 10:14:26 AM,25,Review Data Book,Done 
Jan 9  2018 at 10:48:52 AM,25,Review Data Book,Done 
Jan 9  2018 at 11:47:02 AM,25,Review Data Book,Done 
Jan 9  2018 at 12:24:04 PM,25,Review Data Book,Done 
Jan 9  2018 at 12:49:13 PM,25,Review Data Book,Done 
Jan 9  2018 at 2:41:38 PM,25,Review Data Book,Done 
Jan 9  2018 at 3:28:00 PM,25,Review Data Book,Done 
Jan 9  2018 at 3:53:08 PM,25,Review Data Book,Done 
Jan 9  2018 at 4:41:16 PM,25,Review Data Book,Done 
Jan 10  2018 at 9:46:30 AM,25,Data Request,Done 
Jan 10  2018 at 10:11:37 AM,25,Data Request,Done 
Jan 10  2018 at 10:54:54 AM,25,Data Request,Done 
Jan 10  2018 at 11:26:59 AM,25,Data Request,Done 
Jan 10  2018 at 12:27:21 PM,25,Data Request,Done 
Jan 10  2018 at 2:47:38 PM,25,Media Notes,Done 
Jan 10  2018 at 3:12:53 PM,25,Media Notes,Done 
Jan 10  2018 at 4:05:44 PM,25,Media Notes,Done 
Jan 10  2018 at 4:31:04 PM,25,Media Notes,Done 
Jan 10  2018 at 5:27:07 PM,25,Write,Done 
Jan 10  2018 at 5:58:59 PM,25,The truthful art,Done 
Jan 11  2018 at 8:39:08 AM,25,Media Notes,Done 
Jan 11  2018 at 9:19:01 AM,25,Data Request,Done 
Jan 11  2018 at 9:44:16 AM,25,Review Data Book,Done 
Jan 11  2018 at 10:14:58 AM,25,Review Data Book,Done 
Jan 11  2018 at 10:40:22 AM,25,Review Data Book,Done 
Jan 11  2018 at 11:11:39 AM,25,Review Data Book,Done 
Jan 11  2018 at 11:36:52 AM,25,Review Data Book,Done 
Jan 11  2018 at 12:45:55 PM,25,Review Data Book,Done 
Jan 11  2018 at 1:46:15 PM,25,Review Data Book,Done 
Jan 11  2018 at 2:13:26 PM,25,Review Data Book,Done 
Jan 11  2018 at 2:56:10 PM,25,Review Data Book,Done 
Jan 11  2018 at 3:23:44 PM,25,Review Data Book,Done 
Jan 12  2018 at 8:17:07 AM,25,Data Request,Done 
Jan 12  2018 at 8:55:27 AM,25,Data Request,Done 
Jan 12  2018 at 9:31:23 AM,25,Data Request,Done 
Jan 12  2018 at 9:56:33 AM,25,Data Request,Done 
Jan 12  2018 at 10:27:12 AM,25,Data Request,Done 
Jan 12  2018 at 10:52:25 AM,25,Data Request,Done 
Jan 12  2018 at 11:30:18 AM,25,Data Request,Done 
Jan 12  2018 at 11:55:35 AM,25,Review Data Book,Done 
Jan 12  2018 at 1:40:30 PM,25,Data Request,Done 
Jan 12  2018 at 2:05:56 PM,25,Data Request,Done 
Jan 12  2018 at 2:33:47 PM,25,Data Request,Done 
Jan 12  2018 at 3:19:21 PM,25,Data Request,Done 
Jan 12  2018 at 6:49:36 PM,25,Write,Done 
Jan 12  2018 at 7:17:45 PM,25,Write,Done 
Jan 13  2018 at 2:51:55 PM,25,Bullet Journal,Done 
Jan 13  2018 at 3:30:22 PM,25,Other,To Do 
Jan 13  2018 at 4:10:49 PM,25,Other,To Do 
Jan 13  2018 at 4:59:40 PM,25,Other,To Do 
Jan 13  2018 at 5:40:43 PM,25,County Dashboard,Done 
Jan 13  2018 at 7:31:32 PM,25,The truthful art,Done 
Jan 15  2018 at 8:58:06 AM,25,Media Notes,Done 
Jan 15  2018 at 9:29:59 AM,25,Media Notes,Done 
Jan 15  2018 at 10:37:36 AM,25,Media Notes,Done 
Jan 15  2018 at 11:53:38 AM,25,Media Notes,Done 
Jan 15  2018 at 1:21:43 PM,25,Media Notes,Done 
Jan 15  2018 at 1:51:41 PM,25,Media Notes,Done 
Jan 15  2018 at 2:16:48 PM,25,Media Notes,Done 
Jan 15  2018 at 2:54:03 PM,25,Media Notes,Done 
Jan 15  2018 at 3:28:53 PM,25,Learn Tableau,Done 
Jan 15  2018 at 4:03:12 PM,25,Learn Tableau,Done 
Jan 15  2018 at 4:43:04 PM,25,Learn Tableau,Done 
Jan 15  2018 at 9:12:47 PM,25,The truthful art,Done 
Jan 15  2018 at 9:48:37 PM,25,The truthful art,Done 
Jan 16  2018 at 1:39:49 PM,25,State of the Child,Done 
Jan 16  2018 at 2:14:22 PM,25,State of the Child,Done 
Jan 16  2018 at 3:20:55 PM,25,Data Request,Done 
Jan 16  2018 at 3:49:55 PM,25,Data Request,Done 
Jan 16  2018 at 4:17:46 PM,25,Data Request,Done 
Jan 16  2018 at 5:02:49 PM,25,Data Request,Done 
Jan 17  2018 at 7:56:45 AM,25,State of the Child,Done 
Jan 17  2018 at 8:21:58 AM,25,State of the Child,Done 
Jan 17  2018 at 8:52:26 AM,25,State of the Child,Done 
Jan 17  2018 at 9:30:26 AM,25,State of the Child,Done 
Jan 17  2018 at 9:55:33 AM,25,State of the Child,Done 
Jan 17  2018 at 10:24:18 AM,25,Data Request,Done 
Jan 17  2018 at 10:57:21 AM,25,County Dashboard,Done 
Jan 17  2018 at 11:23:53 AM,25,County Dashboard,Done 
Jan 17  2018 at 12:41:36 PM,25,Data Request,Done 
Jan 17  2018 at 1:41:10 PM,25,County Dashboard,Done 
Jan 17  2018 at 2:08:22 PM,25,County Dashboard,Done 
Jan 17  2018 at 2:33:36 PM,25,Data Request,Done 
Jan 17  2018 at 3:25:37 PM,25,Data Request,Done 
Jan 17  2018 at 3:50:45 PM,25,Data Request,Done 
Jan 17  2018 at 4:22:16 PM,25,Data Request,Done 
Jan 17  2018 at 4:48:20 PM,25,Data Request,Done 
Jan 29  2018 at 1:37:14 PM,25,County Dashboard,Done 
Jan 29  2018 at 2:02:26 PM,25,County Dashboard,Done 
Jan 29  2018 at 2:49:23 PM,25,County Dashboard,Done 
Jan 29  2018 at 3:15:58 PM,25,County Dashboard,Done 
Jan 29  2018 at 4:02:11 PM,25,County Dashboard,Done 
Jan 29  2018 at 5:54:39 PM,25,Bullet Journal,Done 
Jan 30  2018 at 9:34:31 AM,25,Data Request,Done 
Jan 30  2018 at 9:59:38 AM,25,Data Request,Done 
Jan 30  2018 at 10:25:18 AM,25,Data Request,Done 
Jan 30  2018 at 10:50:27 AM,25,Data Request,Done 
Jan 30  2018 at 11:16:19 AM,25,Data Request,Done 
Jan 30  2018 at 11:41:26 AM,25,Data Request,Done 
Jan 30  2018 at 2:06:43 PM,25,Data Request,Done 
Jan 30  2018 at 2:31:51 PM,25,Data Request,Done 
Jan 30  2018 at 4:43:07 PM,25,Data Request,Done 
Jan 30  2018 at 5:21:40 PM,25,Data Request,Done 
Jan 30  2018 at 6:11:47 PM,25,Data Request,Done 
Jan 31  2018 at 8:54:29 AM,25,Data Request,Done 
Jan 31  2018 at 9:22:42 AM,25,County Dashboard,Done 
Jan 31  2018 at 9:50:43 AM,25,County Dashboard,Done 
Jan 31  2018 at 10:23:24 AM,25,County Dashboard,Done 
Jan 31  2018 at 10:48:38 AM,25,County Dashboard,Done 
Jan 31  2018 at 11:25:13 AM,25,County Dashboard,Done 
Jan 31  2018 at 12:18:37 PM,25,County Dashboard,Done 
Jan 31  2018 at 1:39:52 PM,25,Data Request,Done 
Jan 31  2018 at 2:05:15 PM,25,Data Request,Done 
Jan 31  2018 at 3:00:45 PM,25,Data Request,Done 
Jan 31  2018 at 3:44:58 PM,25,Data Request,Done 
Jan 31  2018 at 4:47:08 PM,25,Data Request,Done 
Feb 1  2018 at 9:08:58 AM,25,County Dashboard,Done 
Feb 1  2018 at 9:53:04 AM,25,State of the Child,Done 
Feb 1  2018 at 10:26:50 AM,25,County Dashboard,Done 
Feb 1  2018 at 10:57:53 AM,25,State of the Child,Done 
Feb 1  2018 at 3:13:28 PM,25,State of the Child,Done 
Feb 1  2018 at 3:39:10 PM,25,State of the Child,Done 
Feb 1  2018 at 4:05:46 PM,25,Data Request,Done 
Feb 1  2018 at 4:45:39 PM,25,County Dashboard,Done 
Feb 2  2018 at 8:13:43 AM,25,County Dashboard,Done 
Feb 2  2018 at 8:56:55 AM,25,County Dashboard,Done 
Feb 2  2018 at 9:28:18 AM,25,County Dashboard,Done 
Feb 2  2018 at 9:58:37 AM,25,County Dashboard,Done 
Feb 2  2018 at 10:38:02 AM,25,County Dashboard,Done 
Feb 2  2018 at 11:14:11 AM,25,County Dashboard,Done 
Feb 2  2018 at 11:47:51 AM,25,County Dashboard,Done 
Feb 2  2018 at 12:28:38 PM,25,County Dashboard,Done 
Feb 2  2018 at 12:54:24 PM,25,County Dashboard,Done 
Feb 2  2018 at 1:32:48 PM,25,County Dashboard,Done 
Feb 2  2018 at 2:09:35 PM,25,County Dashboard,Done 
Feb 2  2018 at 3:17:50 PM,25,State of the Child,Done 
Feb 2  2018 at 3:45:40 PM,25,State of the Child,Done 
Feb 2  2018 at 4:15:59 PM,25,State of the Child,Done 
Feb 2  2018 at 5:08:16 PM,25,State of the Child,Done 
Feb 5  2018 at 8:46:53 AM,25,State of the Child,Done 
Feb 5  2018 at 9:21:51 AM,25,State of the Child,Done 
Feb 5  2018 at 10:13:05 AM,25,State of the Child,Done 
Feb 5  2018 at 11:41:18 AM,25,State of the Child,Done 
Feb 5  2018 at 1:42:07 PM,25,Data Request,Done 
Feb 5  2018 at 2:27:53 PM,25,Data Request,Done 
Feb 5  2018 at 2:53:09 PM,25,Data Request,Done 
Feb 5  2018 at 3:23:26 PM,25,Data Request,Done 
Feb 5  2018 at 4:41:16 PM,25,Data Request,Done 
Feb 7  2018 at 8:39:50 AM,25,Data Request,Done 
Feb 7  2018 at 9:25:31 AM,25,Data Request,Done 
Feb 7  2018 at 9:57:53 AM,25,Data Request,Done 
Feb 7  2018 at 10:31:10 AM,25,Data Request,Done 
Feb 7  2018 at 10:57:21 AM,25,Data Request,Done 
Feb 7  2018 at 11:25:05 AM,25,Data Request,Done 
Feb 7  2018 at 12:04:06 PM,25,Data Request,Done 
Feb 7  2018 at 12:43:03 PM,25,Data Request,Done 
Feb 7  2018 at 4:27:23 PM,25,Data Request,Done 
Feb 8  2018 at 8:25:29 AM,25,Data Request,Done 
Feb 8  2018 at 8:59:46 AM,25,Data Request,Done 
Feb 8  2018 at 9:37:51 AM,25,Data Request,Done 
Feb 8  2018 at 10:15:05 AM,25,Data Request,Done 
Feb 8  2018 at 10:45:55 AM,25,Data Request,Done 
Feb 8  2018 at 11:34:20 AM,25,Data Request,Done 
Feb 8  2018 at 2:51:48 PM,25,Data Request,Done 
Feb 8  2018 at 3:24:27 PM,25,Data Request,Done 
Feb 8  2018 at 4:05:04 PM,25,Data Request,Done 
Feb 8  2018 at 4:37:44 PM,25,Data Request,Done 
Feb 8  2018 at 9:54:08 PM,25,Write,Done 
Feb 9  2018 at 8:27:44 AM,25,Data Request,Done 
Feb 9  2018 at 9:01:58 AM,25,Data Request,Done 
Feb 9  2018 at 9:37:57 AM,25,Data Request,Done 
Feb 9  2018 at 10:03:05 AM,25,Data Request,Done 
Feb 9  2018 at 10:29:18 AM,25,Data Request,Done 
Feb 9  2018 at 11:23:09 AM,25,Data Request,Done 
Feb 9  2018 at 2:47:37 PM,25,State of the Child,Done 
Feb 9  2018 at 3:23:02 PM,25,State of the Child,Done 
Feb 9  2018 at 3:50:33 PM,25,State of the Child,Done 
Feb 9  2018 at 5:12:45 PM,25,State of the Child,Done 
Feb 12  2018 at 2:15:44 PM,25,Data Request,Done 
Feb 12  2018 at 2:40:59 PM,25,Data Request,Done 
Feb 12  2018 at 3:27:26 PM,25,Data Request,Done 
Feb 12  2018 at 3:58:10 PM,25,Data Request,Done 
Feb 12  2018 at 4:35:07 PM,25,Data Request,Done 
Feb 13  2018 at 8:20:19 AM,25,Data Request,Done 
Feb 13  2018 at 9:08:33 AM,25,Data Request,Done 
Feb 13  2018 at 9:50:23 AM,25,Data Request,Done 
Feb 13  2018 at 10:18:00 AM,25,Data Request,Done 
Feb 13  2018 at 10:58:14 AM,25,Data Request,Done 
Feb 13  2018 at 12:07:48 PM,25,Data Request,Done 
Feb 13  2018 at 1:26:03 PM,25,Data Request,Done 
Feb 13  2018 at 2:01:21 PM,25,Data Request,Done 
Feb 13  2018 at 2:26:49 PM,25,State of the Child,Done 
Feb 13  2018 at 2:55:07 PM,25,State of the Child,Done 
Feb 13  2018 at 3:27:10 PM,25,State of the Child,Done 
Feb 13  2018 at 4:22:51 PM,25,State of the Child,Done 
Feb 13  2018 at 4:48:18 PM,25,State of the Child,Done 
Feb 14  2018 at 11:37:44 AM,25,Data Request,Done 
Feb 14  2018 at 2:12:30 PM,25,Data Request,Done 
Feb 14  2018 at 3:13:01 PM,25,State of the Child,Done 
Feb 14  2018 at 3:42:26 PM,25,State of the Child,Done 
Feb 14  2018 at 9:10:31 PM,25,Writing Down Book,Done 
Feb 16  2018 at 8:37:22 AM,25,Data Request,Done 
Feb 16  2018 at 9:06:16 AM,25,Data Request,Done 
Feb 16  2018 at 9:43:25 AM,25,Data Request,Done 
Feb 16  2018 at 10:52:01 AM,25,Data Request,Done 
Feb 16  2018 at 11:18:20 AM,25,Data Request,Done 
Feb 16  2018 at 11:49:30 AM,25,Data Request,Done 
Feb 16  2018 at 1:26:56 PM,25,State of the Child,Done 
Feb 16  2018 at 2:07:26 PM,25,State of the Child,Done 
Feb 16  2018 at 2:37:38 PM,25,State of the Child,Done 
Feb 16  2018 at 3:16:00 PM,25,State of the Child,Done 
Feb 18  2018 at 4:42:21 PM,25,Bullet Journal,Done 
Feb 18  2018 at 5:27:16 PM,25,Bullet Journal,Done 
Feb 18  2018 at 5:59:41 PM,25,Bullet Journal,Done 
Feb 18  2018 at 6:42:29 PM,25,Bullet Journal,Done 
Feb 19  2018 at 9:15:02 AM,25,State of the Child,Done 
Feb 19  2018 at 9:40:10 AM,25,State of the Child,Done 
Feb 19  2018 at 10:05:53 AM,25,State of the Child,Done 
Feb 19  2018 at 11:20:18 AM,25,State of the Child,Done 
Feb 19  2018 at 12:07:50 PM,25,State of the Child,Done 
Feb 19  2018 at 1:01:23 PM,25,State of the Child,Done 
Feb 19  2018 at 2:24:08 PM,25,State of the Child,Done 
Feb 19  2018 at 2:49:18 PM,25,State of the Child,Done 
Feb 19  2018 at 3:19:10 PM,25,State of the Child,Done 
Feb 19  2018 at 4:16:28 PM,25,State of the Child,Done 
Feb 19  2018 at 8:02:50 PM,25,Arc GIS MOOC,Done 
Feb 19  2018 at 8:46:25 PM,25,The truthful art,Done 
Feb 21  2018 at 8:46:07 AM,25,State of the Child,Done 
Feb 21  2018 at 9:30:06 AM,25,State of the Child,Done 
Feb 21  2018 at 10:02:19 AM,25,State of the Child,Done 
Feb 21  2018 at 10:41:00 AM,25,State of the Child,Done 
Feb 21  2018 at 11:31:55 AM,25,State of the Child,Done 
Feb 21  2018 at 1:04:43 PM,25,Data Request,Done 
Feb 21  2018 at 1:57:17 PM,25,Data Request,Done 
Feb 21  2018 at 2:27:26 PM,25,Data Request,Done 
Feb 21  2018 at 2:55:31 PM,25,Data Request,Done 
Feb 21  2018 at 3:57:50 PM,25,Data Request,Done 
Feb 22  2018 at 2:41:28 PM,25,Data Request,Done 
Feb 22  2018 at 3:09:47 PM,25,Data Request,Done 
Feb 22  2018 at 3:41:00 PM,25,Data Request,Done 
Feb 24  2018 at 4:15:35 PM,25,Arc GIS MOOC,Done 
Feb 24  2018 at 5:11:07 PM,25,The truthful art,Done 
Feb 24  2018 at 5:40:50 PM,25,Arc GIS MOOC,Done 
Feb 26  2018 at 1:21:41 PM,25,Data Request,Done 
Feb 26  2018 at 2:04:32 PM,25,Data Request,Done 
Feb 26  2018 at 2:40:18 PM,25,Data Request,Done 
Feb 26  2018 at 3:23:02 PM,25,Data Request,Done 
Feb 26  2018 at 4:10:57 PM,25,Data Request,Done 
Feb 26  2018 at 4:46:27 PM,25,Data Request,Done 
Feb 26  2018 at 5:14:34 PM,25,Data Request,Done 
Feb 27  2018 at 8:27:46 AM,25,Data Request,Done 
Feb 27  2018 at 9:05:20 AM,25,Data Request,Done 
Feb 27  2018 at 9:40:42 AM,25,Data Request,Done 
Feb 27  2018 at 10:23:43 AM,25,Data Request,Done 
Feb 27  2018 at 3:25:36 PM,25,Data Request,Done 
Feb 27  2018 at 4:35:40 PM,25,Data Request,Done 
Feb 28  2018 at 10:51:19 AM,25,State of the Child,Done 
Feb 28  2018 at 11:17:03 AM,25,State of the Child,Done 
Feb 28  2018 at 11:55:28 AM,25,State of the Child,Done 
Feb 28  2018 at 12:31:49 PM,25,State of the Child,Done 
Feb 28  2018 at 12:58:11 PM,25,State of the Child,Done 
Feb 28  2018 at 3:44:51 PM,25,State of the Child,Done 
Feb 28  2018 at 4:11:45 PM,25,State of the Child,Done 
Feb 28  2018 at 4:55:35 PM,25,State of the Child,Done 
Mar 1  2018 at 2:32:17 PM,25,Data Request,Done 
Mar 1  2018 at 3:49:34 PM,25,Data Request,Done 
Mar 1  2018 at 4:14:40 PM,25,State of the Child,Done 
Mar 1  2018 at 4:40:39 PM,25,State of the Child,Done 
Mar 3  2018 at 11:15:55 PM,25,The truthful art,Done 
Mar 3  2018 at 11:41:08 PM,25,The truthful art,Done 
Mar 4  2018 at 10:01:52 AM,25,The truthful art,Done 
Mar 4  2018 at 10:56:08 AM,25,The truthful art,Done 
Mar 4  2018 at 3:18:08 PM,25,Arc GIS MOOC,Done 
Mar 4  2018 at 4:40:27 PM,25,Bullet Journal,Done 
Mar 5  2018 at 8:20:12 AM,25,Data Request,Done 
Mar 5  2018 at 8:54:47 AM,25,Data Request,Done 
Mar 5  2018 at 9:26:46 AM,25,Data Request,Done 
Mar 5  2018 at 10:13:29 AM,25,State of the Child,Done 
Mar 5  2018 at 10:59:12 AM,25,State of the Child,Done 
Mar 5  2018 at 11:51:16 AM,25,Data Request,Done 
Mar 5  2018 at 1:03:12 PM,25,State of the Child,Done 
Mar 5  2018 at 3:30:43 PM,25,State of the Child,Done 
Mar 5  2018 at 4:06:52 PM,25,State of the Child,Done 
Mar 5  2018 at 9:12:50 PM,25,Write,Done 
Mar 6  2018 at 6:34:03 AM,25,Write,Done 
Mar 6  2018 at 8:35:07 AM,25,State of the Child,Done 
Mar 6  2018 at 9:00:27 AM,25,State of the Child,Done 
Mar 7  2018 at 8:32:14 AM,25,Data Request,Done 
Mar 7  2018 at 9:06:39 AM,25,Data Request,Done 
Mar 7  2018 at 9:34:20 AM,25,Data Request,Done 
Mar 7  2018 at 12:13:52 PM,25,State of the Child,Done 
Mar 7  2018 at 12:49:38 PM,25,State of the Child,Done 
Mar 7  2018 at 1:18:01 PM,25,Data Request,Done 
Mar 7  2018 at 2:05:31 PM,25,Data Request,Done 
Mar 7  2018 at 2:32:30 PM,25,Data Request,Done 
Mar 7  2018 at 2:58:00 PM,25,Data Request,Done 
Mar 8  2018 at 6:38:21 AM,25,Write,Done 
Mar 8  2018 at 7:36:50 AM,25,Data Request,Done 
Mar 8  2018 at 8:02:10 AM,25,Data Request,Done 
Mar 8  2018 at 9:14:18 PM,25,Data Request,Done 
Mar 9  2018 at 9:43:36 AM,25,Data Request,Done 
Mar 9  2018 at 10:38:07 AM,25,Data Request,Done 
Mar 9  2018 at 12:26:22 PM,25,Data Request,Done 
Mar 9  2018 at 1:50:33 PM,25,Data Request,Done 
Mar 9  2018 at 2:15:43 PM,25,Data Request,Done 
Mar 9  2018 at 2:50:05 PM,25,Data Request,Done 
Mar 9  2018 at 3:32:33 PM,25,Data Request,Done 
Mar 9  2018 at 4:09:39 PM,25,Data Request,Done 
Mar 9  2018 at 5:22:16 PM,25,Data Request,Done 
Mar 10  2018 at 2:39:08 PM,25,Write,Done 
Mar 10  2018 at 3:06:05 PM,25,Arc GIS MOOC,Done 
Mar 10  2018 at 4:17:28 PM,25,Bullet Journal,Done 
Mar 10  2018 at 4:44:32 PM,25,Bullet Journal,Done 
Mar 10  2018 at 5:14:46 PM,25,Bullet Journal,Done 
Mar 10  2018 at 5:39:56 PM,25,Bullet Journal,Done 
Mar 10  2018 at 7:51:56 PM,25,The truthful art,Done 
Mar 11  2018 at 4:16:09 PM,25,The truthful art,Done 
Mar 11  2018 at 4:50:22 PM,25,The truthful art,Done 
Mar 11  2018 at 5:26:04 PM,25,Write,Done 
Mar 11  2018 at 5:52:27 PM,25,Write,Done 
Mar 11  2018 at 6:27:08 PM,25,Bullet Journal,Done 
Mar 11  2018 at 10:00:56 PM,25,Book Sonia Sotomayor,Done 
Mar 12  2018 at 8:12:08 AM,25,Data Request,Done 
Mar 12  2018 at 8:39:53 AM,25,Data Request,Done 
Mar 12  2018 at 9:11:00 AM,25,Data Request,Done 
Mar 12  2018 at 9:36:08 AM,25,Data Request,Done 
Mar 12  2018 at 10:15:14 AM,25,Data Request,Done 
Mar 12  2018 at 3:01:56 PM,25,Data Request,Done 
Mar 12  2018 at 3:43:03 PM,25,Data Request,Done 
Mar 12  2018 at 4:12:38 PM,25,Data Request,Done 
Mar 13  2018 at 9:00:00 AM,25,Data Request,Done 
Mar 13  2018 at 10:41:34 AM,25,Data Request,Done 
Mar 13  2018 at 1:09:57 PM,25,Data Request,Done 
Mar 13  2018 at 1:54:06 PM,25,Data Request,Done 
Mar 13  2018 at 2:43:51 PM,25,Data Request,Done 
Mar 13  2018 at 3:09:44 PM,25,Data Request,Done 
Mar 13  2018 at 3:34:54 PM,25,Data Request,Done 
Mar 13  2018 at 4:20:54 PM,25,Data Request,Done 
Mar 13  2018 at 4:58:14 PM,25,Data Request,Done 
Mar 13  2018 at 5:50:59 PM,25,Write,Done 
Mar 13  2018 at 9:49:36 PM,25,Book Sonia Sotomayor,Done 
Mar 14  2018 at 8:41:54 AM,25,Data Request,Done 
Mar 14  2018 at 9:14:36 AM,25,Data Request,Done 
Mar 14  2018 at 10:13:05 AM,25,Data Request,Done 
Mar 14  2018 at 10:44:47 AM,25,Data Request,Done 
Mar 14  2018 at 12:46:59 PM,25,Data Request,Done 
Mar 14  2018 at 1:12:30 PM,25,Data Request,Done 
Mar 14  2018 at 1:49:15 PM,25,Data Request,Done 
Mar 14  2018 at 2:22:52 PM,25,Data Request,Done 
Mar 14  2018 at 8:48:49 PM,25,The truthful art,Done 
Mar 14  2018 at 9:24:03 PM,25,Write,Done 
Mar 15  2018 at 3:11:32 PM,25,Data Request,Done 
Mar 15  2018 at 3:51:51 PM,25,Data Request,Done 
Mar 15  2018 at 4:20:53 PM,25,Data Request,Done 
Mar 16  2018 at 8:34:45 AM,25,Data Request,Done 
Mar 16  2018 at 9:12:09 AM,25,Data Request,Done 
Mar 16  2018 at 9:43:33 AM,25,Data Request,Done 
Mar 16  2018 at 10:17:05 AM,25,Data Request,Done 
Mar 16  2018 at 11:27:22 AM,25,Data Brief,Done 
Mar 16  2018 at 12:01:25 PM,25,Data Brief,Done 
Mar 16  2018 at 12:35:30 PM,25,Data Brief,Done 
Mar 16  2018 at 2:07:08 PM,25,Data Request,Done 
Mar 16  2018 at 2:38:13 PM,25,Data Request,Done 
Mar 16  2018 at 3:14:12 PM,25,Data Request,Done 
Mar 16  2018 at 3:50:26 PM,25,Data Request,Done 
Mar 16  2018 at 4:22:43 PM,25,Data Request,Done 
Mar 16  2018 at 8:47:46 PM,25,Write,Done 
Mar 16  2018 at 9:21:02 PM,25,The truthful art,Done 
Mar 17  2018 at 7:35:04 PM,25,The truthful art,Done 
Mar 17  2018 at 8:01:51 PM,25,The truthful art,Done 
Mar 17  2018 at 11:42:00 PM,25,Write,Done 
Mar 18  2018 at 4:15:37 PM,25,Bullet Journal,Done 
Mar 18  2018 at 5:15:34 PM,25,The truthful art,Done 
Mar 18  2018 at 5:50:31 PM,25,The truthful art,Done 
Mar 18  2018 at 6:17:31 PM,25,Write,Done 
Mar 19  2018 at 8:11:34 AM,25,Data Brief,Done 
Mar 19  2018 at 8:45:40 AM,25,Data Brief,Done 
Mar 19  2018 at 9:11:13 AM,25,Data Request,Done 
Mar 19  2018 at 9:59:54 AM,25,Data Request,Done 
Mar 19  2018 at 2:34:33 PM,25,Library,Done 
Mar 19  2018 at 3:17:14 PM,25,Library,Done 
Mar 19  2018 at 5:57:59 PM,25,Write,Done 
Mar 20  2018 at 8:49:55 AM,25,Library,Done 
Mar 20  2018 at 9:24:18 AM,25,Library,Done 
Mar 20  2018 at 11:17:22 AM,25,Library,Done 
Mar 20  2018 at 12:00:18 PM,25,Library,Done 
Mar 20  2018 at 12:25:27 PM,25,Library,Done 
Mar 20  2018 at 1:32:19 PM,25,Library,Done 
Mar 20  2018 at 2:24:06 PM,25,Library,Done 
Mar 20  2018 at 2:59:18 PM,25,Library,Done 
Mar 20  2018 at 3:34:03 PM,25,Library,Done 
Mar 20  2018 at 3:59:11 PM,25,Library,Done 
Mar 20  2018 at 4:51:05 PM,25,Library,Done 
Mar 20  2018 at 5:29:45 PM,25,Write,Done 
Mar 20  2018 at 5:55:06 PM,25,Writing Down Book,Done 
Mar 21  2018 at 11:11:47 AM,25,Library,Done 
Mar 21  2018 at 11:57:52 AM,25,Library,Done 
Mar 21  2018 at 3:59:52 PM,25,Data Center,Done 
Mar 21  2018 at 4:38:05 PM,25,Data Center,Done 
Mar 23  2018 at 10:34:43 AM,25,Data Center,Done 
Mar 26  2018 at 9:09:02 PM,25,Write,Done 
Mar 26  2018 at 9:35:38 PM,25,Write,Done 
Mar 26  2018 at 10:07:48 PM,25,Bullet Journal,Done 
Mar 27  2018 at 11:59:37 AM,25,Library,Done 
Mar 27  2018 at 12:30:18 PM,25,Library,Done 
Mar 27  2018 at 12:56:46 PM,25,Library,Done 
Mar 27  2018 at 1:46:03 PM,25,Library,Done 
Mar 27  2018 at 2:37:26 PM,25,State of the Child,Done 
Mar 27  2018 at 3:17:48 PM,25,State of the Child,Done 
Mar 27  2018 at 3:43:05 PM,25,State of the Child,Done 
Mar 27  2018 at 4:25:28 PM,25,State of the Child,Done 
Mar 28  2018 at 8:19:40 AM,25,Library,Done 
Mar 28  2018 at 8:45:23 AM,25,Library,Done 
Mar 28  2018 at 9:10:38 AM,25,Library,Done 
Mar 28  2018 at 9:50:04 AM,25,Library,Done 
Mar 29  2018 at 8:10:40 AM,25,Library,Done 
Mar 29  2018 at 8:36:54 AM,25,Library,Done 
Mar 29  2018 at 9:01:58 AM,25,Library,Done 
Mar 29  2018 at 9:27:10 AM,25,Library,Done 
Mar 29  2018 at 9:55:03 AM,25,Library,Done 
Mar 29  2018 at 10:20:32 AM,25,Library,Done 
Mar 29  2018 at 10:46:01 AM,25,Library,Done 
Mar 29  2018 at 11:20:03 AM,25,Library,Done 
Mar 29  2018 at 4:05:24 PM,25,Library,Done 
Mar 30  2018 at 8:22:52 AM,25,Library,Done 
Mar 30  2018 at 9:13:15 AM,25,Data Request,Done 
Mar 30  2018 at 9:56:50 AM,25,Data Request,Done 
Mar 30  2018 at 10:51:20 AM,25,Data Request,Done 
Mar 30  2018 at 1:49:17 PM,25,Data Request,Done 
Mar 30  2018 at 2:27:34 PM,25,Data Request,Done 
Mar 30  2018 at 2:59:32 PM,25,Data Request,Done 
Mar 31  2018 at 7:25:33 PM,25,Bullet Journal,Done 
Mar 31  2018 at 8:08:53 PM,25,The truthful art,Done 
Apr 1  2018 at 5:42:17 PM,25,Bullet Journal,Done 
Apr 2  2018 at 10:21:45 AM,25,Data Brief,Done 
